"代號","名稱","成交","漲跌價","漲跌幅","統計年數","平均營收(億)","營收成長(%)","平均毛利(億)","毛利成長(%)","平均毛利(%)","平均營益(億)","營益成長(%)","平均營益(%)","平均淨利(億)","淨利成長(%)","平均淨利(%)","平均ROA(%)","平均ROA增減","平均ROE(%)","平均ROE增減","平均EPS(元)","平均EPS增減","平均財報評分"
="6901","鑽石投資","31.6","-0.3","-0.94","5","-8.94","-218","-8.94","-218","","-10.6","-282","","-11.3","-307","","-8.24","-15.9","-8.37","-16.2","-1.16","-2.27","64"
="6902","GOGOLOOK-創","137.5","+1.5","+1.1","2","6.56","+56.3","5.92","+64.8","90.1","-0.11","+85.1","-1.72","-0.15","+73.4","-2.33","-3.99","+10.2","-6.94","+17.4","-0.51","+1.39","49"
="6906","現觀科","155.5","-6.5","-4.01","4","3.25","+14.1","2.65","+15.2","81.6","0.99","+24","30.4","0.92","+31.9","28.2","13.8","+2.89","19","+3.53","3.06","+0.64","77"
="6914","阜爾運通","145.5","-1.5","-1.02","4","36.1","+21.8","7.75","+45.4","21.4","5.29","+70.6","14.6","3.81","+77.7","10.5","6.15","+2.23","19.7","+7.03","6.56","+2.4","51"
="6916","華凌","26.2","+2.35","+9.85","4","24.2","-3.36","6.11","-0.55","25.3","1.77","-13.4","7.31","1.3","-16.6","5.38","5.8","-1.25","15.7","-4.8","2.5","-0.67","50"
="6919","康霈*","938","-34","-3.5","5","0.32","+43.6","0.23","+41.5","70.3","-5.14","-47.2","-1584","-4.49","-37.2","-1385","-20.9","+9.98","-28.3","+29.9","-4.07","-0.25","52"
="6923","中台","77.6","-1.2","-1.52","3","10","+47.6","3.39","+34","33.8","2.76","+42.2","27.5","2.08","+38.5","20.6","5.76","+1.4","12.7","+3","2.54","+0.67","59"
="6924","榮惠-KY創","91.2","-3.5","-3.7","3","14.3","-0.4","2.83","+15.9","19.8","1.05","+31.9","7.36","0.87","+45.1","6.1","13.3","+2.87","32.9","+5.57","4.98","+1.55","48"
="6928","攸泰科技","67.6","-1.7","-2.45","5","32.4","+17.3","6.03","+35.4","18.6","1.9","+119","5.86","1.77","+76.7","5.48","8.31","+3.67","17","+6.56","2.63","+0.94","42"
="6931","青松健康","73.4","+1.2","+1.66","5","6.2","+49.7","0.77","+56","12.4","0.29","+133","4.61","0.32","+149","4.98","2.02","+1.1","5.2","+2.82","0.62","+0.3","47"
="6933","AMAX-KY","208","-5","-2.35","4","57.3","+11","7.95","+28.4","13.9","2.36","+62","4.11","2.02","+57.3","3.53","8.3","+2.33","17.6","+4.07","5.54","+1.99","34"
="6937","天虹","300","-4","-1.32","5","21.2","+22","9.32","+23","44","3.26","+34.1","15.4","3.25","+33.6","15.6","10.1","+0.32","16.5","-2.66","5.4","+0.75","61"
="6949","沛爾生醫-創","157.5","+3","+1.94","3","0.17","+9.46","-0.19","-128","-110","-3.31","-51.3","-1916","-3.21","-51.3","-1870","-34.3","+4.7","-46.7","+14.8","-7.42","-1.63","40"
="6951","青新-創","70.2","-0.3","-0.43","4","5.56","+34.8","3.02","+48.8","54.3","1.75","+67","31.5","1.43","+77.3","25.7","12.2","+3.43","19.8","+4.4","3.69","+0.83","72"
="6952","大武山","49.15","+0.05","+0.1","4","11.6","+9.24","3.15","+13.4","27.1","1.4","+5.34","12","0.96","+6.58","8.25","4.64","-0.13","7.67","-0.79","1.6","0","50"
="6955","邦睿生技-創","146.5","-0.5","-0.34","4","1.8","+46.6","1.39","+51.5","77.3","0.35","+4487","19.5","0.42","+513","23.2","9.83","+7.83","10.9","+8.64","2.17","+1.92","76"
="6957","裕慶-KY","220","-5","-2.22","3","39.6","+0.14","15.4","+35.3","39","8.18","+86.6","20.6","6.64","+80.1","16.8","23.8","+8.26","55.1","+10.8","14.38","+5.43","68"
="6958","日盛台駿","24.3","-0.25","-1.02","3","94.9","+19.4","30.1","+38.3","31.7","6.55","-14.4","6.9","5.52","-4.51","5.82","0.82","-0.27","8.2","-5.12","2.13","-0.75","30"
="6962","ITH-KY","60.1","-0.7","-1.15","3","235","-9.87","67.8","-38.2","28.8","30.9","-53.4","13.1","26.4","-46.8","11.2","9.55","-8.4","24.1","-25.4","15.89","-23.7","53"
="6969","成信實業*-創","36.65","-0.3","-0.81","3","1.38","-10.5","0.35","-31.6","25","-0.65","-186","-47.2","-0.56","-609","-40.2","-7.4","-4.56","-19.4","-16.1","-1.79","-1.4","37"
="6988","威力暘-創","28.55","-0.45","-1.55","2","7.95","+4.93","2.25","+1.97","28.2","0.07","-65.6","0.83","0.08","-66.2","0.95","0.83","-1.64","1.03","-2.01","0.17","-0.33","43"
="6994","富威電力","144","+1","+0.7","2","7.07","+95.3","0.98","+36","13.9","0.42","+22.6","5.91","0.46","+78.1","6.52","1.8","+0.6","5.1","+2.16","0.84","+0.2","36"
="7705","三商餐飲","69.8","-0.3","-0.43","4","58","+9","21.6","+7.67","37.3","2.73","+3.81","4.7","2.12","+11","3.65","6.43","+0.24","17.1","-0.17","3.49","+0.33","49"
="7722","LINEPAY","769","-11","-1.41","4","37.1","+44.5","11.8","+42.6","31.8","3.9","+88.9","10.5","3.31","+129","9.1","2.99","+1.76","6.83","+3.68","5.75","+3.1","47"
="7732","金興精密","43.7","-0.25","-0.57","4","9.57","+7.23","2.71","+13.9","28.4","1.19","+33.8","12.4","1.02","+43","11.3","6.09","+0.74","8.66","+0.43","2.18","+0.16","54"
="8011","台通","23.15","-0.45","-1.91","27","17.9","+2.82","2.33","+6.11","13.1","-0.2","+31.4","-1.13","-0.08","+19.8","-2.59","-0.12","-0.01","-0.47","+0.05","0.22","-0.04","37"
="8016","矽創","217.5","-2.5","-1.14","23","117","+7.36","42.8","+6.97","36.4","21.7","+5.21","18.4","15.4","+5.09","15.7","16.3","-0.42","24","-0.8","13.01","+0.53","64"
="8021","尖點","33.25","-1.35","-3.9","25","30","+3.43","8.85","+1.69","29.5","3.82","-2.25","12.7","2.62","-1.8","9.05","4.46","-0.24","6.65","-0.48","1.88","-0.08","56"
="8028","昇陽半導體","168","-2","-1.18","12","27.7","+8.84","7.68","+8.77","27.7","3.18","+16.6","11.5","3.05","+14.6","10.7","5.41","-0.59","11.3","-0.77","2.09","+0.11","54"
="8033","雷虎","64.7","-1.2","-1.82","23","10.3","-1.34","3.8","-0.81","37.1","-0.4","-22.4","-3.87","-0.48","-7.11","-4.18","-2.77","-0.26","-5.1","-0.28","-0.38","-0.04","40"
="8039","台虹","49.05","-1.25","-2.49","25","87.2","+3.55","19","+3.21","21.8","8.1","-0.44","9.3","6.42","+0.99","7.22","5.91","-0.31","9.73","-0.59","3.19","-0.05","50"
="8045","達運光電","138.5","-8","-5.46","23","11.6","+11.4","4.32","+17.1","37.1","0.95","+106","8.16","0.67","+110","5.75","3.02","+1.57","5.78","+2.63","0.84","+0.43","42"
="8046","南電","136","-5","-3.55","24","369","-0.14","55.4","-6.66","15","37.9","-9.55","10.3","36.3","-6.5","9.83","6.51","-0.59","9.31","-0.88","5.71","-0.41","53"
="8070","長華*","41.95","-0.65","-1.53","24","163","+1.13","23.4","+6.19","14.3","12.9","+5.45","7.91","9.51","+8.33","7.93","7.33","-0.09","15.6","-0.37","7.65","-0.41","46"
="8072","陞泰","25.4","0","0","24","17.1","-8.62","4.46","-14.2","26","2.13","-23.7","12.4","3.19","-11.9","19","4.43","-0.94","5.01","-1.09","3.52","-0.59","59"
="8081","致新","243","0","0","22","58.4","+6.33","22.8","+7.34","39","11.3","+7.06","19.4","9.34","+8.23","16.3","13.9","-0.09","19.1","-0.23","11.12","+0.71","66"
="8101","華冠","18.75","-0.2","-1.06","23","175","-6.43","10.1","-9.26","5.77","-2.69","-24","-1.54","-2.82","-9.92","-1.64","-4.37","-0.69","-17.4","-2.91","-0.91","-0.1","30"
="8103","瀚荃","49.95","-0.55","-1.09","23","28.1","+2.65","8.91","+3.05","31.7","3.44","-0.23","12.2","2.45","-0.31","8.68","7.41","-0.53","11.7","-0.8","3.32","-0.08","54"
="8104","錸寶","41.35","-0.8","-1.9","19","17.8","+4.53","1.45","-2.52","8.16","-0.92","-26","-5.18","-1.2","-49.7","-6.57","-2.64","-0.87","-68.2","+0.69","-7.02","-0.4","41"
="8105","凌巨","14.6","-0.15","-1.02","24","108","-1.24","9.19","-1.79","8.55","0.06","-39.1","0.06","-0.02","+87.9","-0.02","0.18","+0.07","0.43","0","0.05","0","40"
="8110","華東","14.75","-0.1","-0.67","22","82.6","-1.48","6.99","-9.89","8.47","2.74","-20.2","3.32","3.15","-7.57","3.4","1.71","-0.32","3.28","-0.62","0.64","-0.05","44"
="8112","至上","64","+0.3","+0.47","23","1,240","+6.09","39.1","+14.6","3.15","24.8","+18.3","2","14.4","+11.9","1.27","4.58","+0.18","16.5","+0.2","3.73","+0.24","30"
="8114","振樺電","301.5","-8.5","-2.74","22","64.9","+9.32","23.6","+9.87","36.4","7.95","+6.85","12.2","5.03","-0.4","8.76","10.8","-1.08","22.9","-1.57","7","-0.13","59"
="8131","福懋科","29.4","-0.4","-1.34","20","90.9","-0.5","14.8","-1.41","16.2","12.5","-3.88","13.8","11.3","-1.44","12.5","9.28","-0.17","10.6","-0.21","2.58","-0.06","65"
="8150","南茂","32.05","-0.3","-0.93","22","203","+1.72","36.5","-0.97","18","21.9","-2.64","10.8","20.6","-1.31","10.3","5.9","-0.23","10.4","-0.37","2.64","-0.02","53"
="8162","微矽電子-創","39.1","-0.55","-1.39","4","10.9","-8.35","3.03","-26.6","27.8","1.21","-45.5","11.1","1.02","-43.8","9.33","5.25","-4.15","9.72","-7.79","1.68","-1.3","51"
="8163","達方","45.4","-0.85","-1.84","23","233","+1.88","34.9","+3.78","15","9.13","+2.24","3.92","8","+10.6","3.7","3.78","+0.13","8.59","+0.19","2.87","+0.23","38"
="8201","無敵","14.8","-0.35","-2.31","23","16.4","-8.65","4.38","-12.2","26.7","-1.09","-8.72","-6.64","-0.82","-11","-5","-3.94","-0.74","-6.39","-1.02","-0.97","-0.13","44"
="8210","勤誠","293.5","-2.5","-0.84","23","63.8","+10.1","15.8","+8.61","24.7","7.82","+11.7","12.3","6.36","+9.93","10","10.5","-0.14","20.4","+0.22","5.38","+0.45","54"
="8213","志超","35.15","-0.1","-0.28","23","214","+0.58","33.1","+0.09","15.5","16","+1.59","7.47","12.3","+0.96","6.25","4.99","-0.19","11.9","-0.82","4.89","-0.05","46"
="8215","明基材","29.05","-0.15","-0.51","24","150","+3.26","21","+7.76","14","4.29","+1.82","2.86","3.55","-1.16","2.38","2.95","-0.11","6.93","-0.21","1.11","-0.03","36"
="8222","寶一","40.8","-0.75","-1.81","13","6.61","+2.92","1.11","+9.24","16.9","0.16","+65.7","2.46","0.29","+56.1","4.44","1.78","+0.52","3.41","+1.17","0.43","+0.15","43"
="8249","菱光","62.3","+1.1","+1.8","23","43.7","-2.98","5.86","-0.35","13.4","2.55","-2.32","5.83","2.4","-0.54","5.49","4.85","-0.32","7.32","-0.55","2.02","-0.01","50"
="8261","富鼎","92","-1.6","-1.71","23","27.9","-2.09","5.97","+2.59","21.4","2.74","+4.54","9.81","2.36","+14.6","8.41","6.14","+0.26","8.38","-0.17","2.34","+0.13","49"
="8271","宇瞻","52.3","-0.7","-1.32","24","93.2","-2.53","12.5","+0.91","13.4","4.34","-2.11","4.66","3.5","-1.39","3.83","8.47","-0.37","13","-0.68","3.02","-0.07","47"
="8341","日友","89.2","0","0","23","24.1","+8.36","12.2","+5.14","50.9","7.71","+0.55","32.1","5.55","-0.72","23.4","10.8","-0.72","20.6","-1.5","4.92","-0.11","73"
="8367","建新國際","50.3","+0.55","+1.11","18","17.9","+6.32","5.62","+5.36","31.5","2.94","+6.75","16.4","2.17","+6.18","14.3","3.72","-0.2","9.83","-0.21","2.79","+0.08","46"
="8374","羅昇","122","-1","-0.81","24","35.7","+0.34","6.65","+3.14","18.7","1.11","-2.98","3.12","0.64","-8.25","2.26","2.82","-0.25","4.93","-0.55","0.82","-0.14","39"
="8404","百和興業-KY","28.9","-0.35","-1.2","15","60.6","+0.29","21","-1.5","34.7","8.23","-12.7","13.6","3.73","-29.4","6.77","3.77","-1.27","7.79","-3.22","1.34","-0.53","47"
="8411","福貞-KY","13.5","+0.1","+0.75","17","69.8","+4.02","8.16","-0.59","11.7","2.3","-9.32","3.3","1.09","-25.5","1.58","1.59","-0.54","2.52","-0.88","0.93","-0.33","40"
="8422","可寧衛","185.5","0","0","15","32.5","+7.16","18.8","+1.55","57.8","14.7","-0.2","45.2","12.2","-1","37.3","18.5","-2.37","23.2","-2.08","11.23","-0.32","85"
="8429","金麗-KY","10.8","-0.1","-0.92","15","21.8","-17.7","5.91","-21.1","27.1","2.84","-28.2","13","1.91","-28.2","8.7","3.21","-1.64","4.49","-2.18","1.51","-0.6","55"
="8438","昶昕","34.75","-0.1","-0.29","15","32.4","-0.05","3.55","+1.56","11","0.78","+9.96","2.4","0.6","+9.65","1.83","2.33","+0.13","4.36","+0.14","4.74","-8.4","43"
="8442","威宏-KY","108","+0.5","+0.47","11","62.5","+7.3","11.4","+10.9","18.2","2.97","+42.7","4.74","2.59","+48.9","4.16","4.69","+1.05","12.5","+1.96","4.49","+1.28","37"
="8443","阿瘦","11.95","+0.05","+0.42","14","16.6","-8.2","9","-8.07","54.3","-0.6","-10.9","-3.62","-0.58","-5.63","-3.55","-2.86","-0.04","-5.63","0","-0.8","-0.14","44"
="8454","富邦媒","386.5","-3","-0.77","14","790","+12.6","77.8","+10.2","9.85","31.5","+10.8","3.99","26","+9.78","3.29","12.7","-0.18","31.3","+0.54","13.02","+0.23","55"
="8462","柏文","112","-1","-0.88","11","33","+11.9","8.38","+8.28","25.4","2.61","-5.56","7.93","1.81","-11.3","5.62","4.92","-1.59","12.2","-2.55","3","-0.58","51"
="8463","潤泰材","25.45","+0.1","+0.39","11","37.3","+11.4","4.24","+10.1","11.4","1.75","+10.3","4.69","0.9","-4.27","3.15","2.12","-0.07","5.29","-0.32","0.63","-0.07","39"
="8464","億豐","446","-14.5","-3.15","11","244","+4.83","128","+7.03","52.5","62.1","+6.22","25.4","46.9","+7.31","19.6","19.9","-0.16","34","-5.41","16.11","+0.99","75"
="8466","美吉吉-KY","39.85","-0.15","-0.38","11","32.4","-3.45","7.24","-8.85","22.4","2.78","-20.3","8.57","2.32","-23.4","6.9","5.89","-1.93","9.53","-3.51","3.63","-1.14","48"
="8467","波力-KY","267.5","0","0","12","16","+4.36","5.11","+11.1","32","1.89","+27.4","11.8","1.9","+24.5","11.9","7.29","+0.59","13","+1.03","3.86","+0.66","56"
="8473","山林水","37.75","-0.75","-1.95","11","37","+2.83","7.19","-2.48","19.4","5.23","-4.92","14.1","1.54","-15.2","7.34","2.22","-0.39","4.13","-0.63","1.24","-0.31","41"
="8476","台境*","27.55","0","0","10","12.5","+11.5","3.04","+48.9","24.2","1.9","+96.5","15.1","1.31","+191","10.7","4.1","+3.93","3.44","+7.3","1.31","+1.26","48"
="8478","東哥遊艇","196.5","-3","-1.5","10","46","+14","17.1","+27.8","37.2","9.75","+49.4","21.2","9.1","+48.6","19.5","11.5","+2.35","23.7","+4.18","10.43","+3.27","53"
="8481","政伸","50","-0.5","-0.99","10","12.7","-3.9","6.14","-5.06","48.2","2.93","-9.25","23","3.22","-9.63","25.3","16.8","-2.17","21.2","-2.88","4.86","-0.54","74"
="8482","商億-KY","107.5","-5.5","-4.87","9","43.6","-4.07","16.2","-5.36","37.2","7.73","-13","17.7","7.47","-14","17.1","17.3","-3.41","24.9","-6.31","7.03","-1.28","68"
="8487","愛爾達-創","76.8","+0.2","+0.26","10","7.9","+7.39","1.64","+41.4","20.8","0.56","+117","7.14","0.49","+92.1","6.17","6.87","+2.73","14","+4.63","2.22","+0.99","46"
="8488","吉源-KY","13.95","0","0","11","37.8","-0.49","3.34","-9.68","8.84","0.98","-28","2.6","0.11","-76.9","0.49","0.37","-0.77","0.75","-1.77","0.27","-0.66","35"
="8499","鼎炫-KY","148","+2.5","+1.72","10","20.5","+1.25","9.86","-0.68","48.1","6.56","-3.41","32","5.53","+1.47","29.6","14.3","-2.21","19.4","-3.34","11.15","-0.14","81"
="8926","台汽電","41.75","+0.3","+0.72","26","43.5","+3.18","4.27","+2.01","9.82","1.5","-13.1","3.44","9.53","+4.94","21.9","5.85","-0.08","9.26","-0.06","1.65","+0.03","48"
="8940","新天地","24.85","-0.25","-1","25","13.4","+3.61","6.52","+4.53","48.5","0.2","+211","1.52","0.1","-16.5","0.74","0.02","0","0.04","+0.2","0.2","-0.05","48"
="8996","高力","306","-10.5","-3.32","23","22.8","+12.6","6.11","+14.3","26.8","2.54","+27.4","11.1","2.01","+27.6","8.79","6.19","+0.76","10.9","+1.52","2.35","+0.46","50"
="9802","鈺齊-KY","150.5","+2.5","+1.69","16","139","+3.46","27.1","+3.33","19.6","14.8","+1.13","10.7","12.9","+4.71","9.26","8.57","-0.27","14.7","-0.59","7.33","+0.14","50"
="9902","台火","15.95","+0.05","+0.31","30","4.67","-12.7","0.42","-13","9.07","-0.05","-271","-1.16","-0.31","-48.3","-6.25","-0.08","0","-2.27","-0.01","-0.13","-0.06","38"
="9904","寶成","38.4","-0.3","-0.78","30","2,340","+2.36","562","+2.73","24","106","+0.87","4.55","93","+2.9","6.36","5.89","-0.15","11.4","-0.41","3.31","+0.04","47"
="9905","大華","23.85","+0.1","+0.42","30","67.9","+2.95","10.5","-0.35","15.4","6.13","-1.38","9.03","5.42","-0.65","7.95","6.33","-0.22","8.3","-0.24","1.78","-0.02","50"
="9906","欣巴巴","113.5","-1","-0.87","30","17.6","+12.4","2.45","+29.5","13.9","0.31","+410","1.77","-0.55","+24.1","-3.09","-1.24","-0.27","-0.42","-0.27","0.46","+0.08","32"
="9907","統一實","16.2","+0.1","+0.62","30","315","+2.2","37","-0.15","11.8","15.4","-2.65","4.88","9.97","-1.29","3.14","2.7","-0.04","5.19","-0.14","0.64","-0.01","41"
="9908","大台北","30.85","+0.05","+0.16","30","40.2","-1.12","7.53","+3.29","18.7","4.78","+6","11.9","6.69","+6.59","16.9","4.85","+0.16","6.7","+0.21","1.33","+0.08","57"
="9910","豐泰","138","-1.5","-1.08","30","573","+6.34","128","+4.87","22.4","54.5","+2.31","9.52","40.5","+2.4","7.89","13.4","-0.33","27.2","-0.47","5.51","-0.09","54"
="9911","櫻花","88","+1.2","+1.38","30","53.2","+4.79","17.5","+5.62","32.8","5.54","+11.4","10.4","4.77","+12","8.96","7.26","+0.46","10.6","+0.74","2.09","+0.23","55"
="9912","偉聯","13.4","+0.3","+2.29","30","13.6","+0.59","2.04","+0.9","15","-0.6","-7.03","-4.44","-0.64","-11.4","-4.85","-3.07","-0.76","-7.59","-1.83","-0.4","-0.09","35"
="9914","美利達","169.5","-3.5","-2.02","30","242","+2.97","36.9","+6.86","15.2","18.9","+9.69","7.8","21.8","+0.38","9.18","10.7","-0.49","19.5","-0.91","7.6","-0.02","48"
="9917","中保科","124.5","-1","-0.8","30","122","+4.3","46.4","+2.3","38","22.5","+2.34","18.4","18.8","+3.92","15.7","10.7","-0.13","18.7","+0.12","4.35","+0.13","63"
="9918","欣天然","39.8","0","0","30","21.4","-1.14","5.13","+1.03","24","2.75","+0.66","12.8","2.52","+3.38","11.8","5.89","-0.01","9.08","+0.22","1.46","+0.03","52"
="9919","康那香","19.45","-0.3","-1.52","30","41.2","-1.65","7.39","-6.44","17.9","0.94","-34.4","2.29","1.41","+33.9","3.19","2.04","+0.49","4.67","+1.52","0.74","+0.17","42"
="9921","巨大","158","-0.5","-0.32","30","561","+4.71","125","+4.43","22.3","43.7","+2.32","7.79","32.5","+2.07","5.98","7.56","-0.28","18.3","-0.71","8.89","+0.1","43"
="9924","福興","52.5","+0.2","+0.38","30","67.9","+4.13","13.8","+5.31","20.3","6.61","+7.22","9.74","6.1","+5.49","9.09","9.26","+0.06","13","+0.06","3.27","+0.16","54"
="9925","新保","41.7","+0.4","+0.97","30","66.4","+2.33","24","+1.7","36.2","9.18","+0.2","13.8","8.78","+1.56","14","7.19","-0.17","11.1","-0.25","2.36","+0.01","63"
="9926","新海","51.7","+0.2","+0.39","28","22.8","+0.3","5.37","+3.53","23.6","3.79","+4.47","16.7","3.24","+5.35","14.2","6.45","-0.09","12.1","+0.1","1.96","+0.07","56"
="9927","泰銘","69.4","+0.8","+1.17","28","89.3","+1.46","9.67","+3.49","10.8","7.59","+3.71","8.5","6.11","+4.78","6.83","10.2","+0.11","14.2","-0.11","3.26","+0.17","49"
="9928","中視","17.75","-0.35","-1.93","28","12.4","-4.33","0.55","-14.4","4.42","-2.23","-2.54","-17.9","-2.72","-19.4","-21.9","-4.83","-0.3","-20","-0.33","-1.25","-0.1","28"
="9929","秋雨","15.8","0","0","28","12.6","-3.8","1.01","-8.46","8.05","-0.4","-30.3","-3.19","-0.31","-55.8","-3.89","-2.09","-0.66","-5.63","-1.49","-0.18","-0.1","35"
="9930","中聯資源","70.9","+0.7","+1","29","91.3","+7.11","14.6","+4.47","16","10.1","+5.68","11.1","7.69","+5.41","8.59","9.96","-0.25","16.6","+0.01","3.29","+0.13","51"
="9931","欣高","34.55","+0.05","+0.14","27","12.7","+0.07","2.24","+0.86","17.6","1.52","+2.47","11.9","1.62","+1.29","12.9","4.39","-0.14","9.8","-0.33","1.57","-0.01","46"
="9933","中鼎","42.2","-0.1","-0.24","31","646","+8.75","43.4","+5.56","6.73","25.8","+7.1","4","17.4","+1.9","3.47","3.81","-0.14","12.9","-0.07","2.39","+0.01","44"
="9934","成霖","14.5","-0.05","-0.34","27","184","+0.98","51.2","+1.94","27.8","3.87","+0.23","2.11","3.11","+12.4","1.71","2.36","+0.03","5.2","+0.52","1.04","+0.02","43"
="9935","慶豐富","33.4","-0.25","-0.74","29","47.2","+1.03","8.11","+7.75","17.2","2.07","+22.4","4.39","0.84","+20.6","1.76","1.81","+0.26","4.94","+0.79","0.53","+0.07","34"
="9937","全國","63.3","+1","+1.61","28","199","-0.9","19.9","+3.4","9.98","5.45","+7.26","2.73","6.55","+2.89","3.28","5.54","+0.12","11.8","+0.33","2.13","+0.05","43"
="9938","百和","72.9","-0.8","-1.09","26","111","+3.36","38.3","+2.47","34.5","18.6","-0.99","16.7","10.9","-1.54","11.2","6.77","-0.52","13.3","-0.97","3.76","-0.09","54"
="9939","宏全","168","+2","+1.2","26","181","+6.92","36.5","+7.96","20.1","19.1","+9.32","10.5","13.6","+10.3","7.76","5.35","+0.12","11.7","+0.41","4.97","+0.39","48"
="9940","信義","29.45","+0.4","+1.38","28","121","+3.17","34.7","+1.61","28.6","20.1","-0.07","16.6","15.3","+1.1","12.7","7.76","-0.7","16.6","-0.86","2.64","-0.13","54"
="9941","裕融","119.5","-0.5","-0.42","28","250","+12.3","126","+14.8","50.6","44.7","+13.7","17.9","29.7","+16.3","12.4","2.16","0","17.6","-0.16","7.77","+0.34","47"
="9942","茂順","115.5","0","0","25","30.1","+7.45","10.7","+10.3","35.5","6.32","+12.7","21","4.77","+11.6","15.9","13.1","+0.44","18.3","+0.67","5.8","+0.57","62"
="9943","好樂迪","80.1","+0.4","+0.5","27","31.9","-2.08","17.8","-2.68","55.9","4.83","+0.8","15.2","5.2","+2.65","16.3","11.5","-0.05","15.3","-0.03","3.69","+0.29","66"
="9944","新麗","20.3","-0.05","-0.25","26","30.3","-1.98","6.57","-1.75","21.7","1.05","-15.3","3.46","1.46","+0.62","5.26","3.44","-0.11","6.31","-0.29","1.49","-0.02","48"
="9945","潤泰新","42.5","-0.2","-0.47","30","201","+4.87","45.2","+9.46","22.5","25.9","+16.1","12.9","82.3","-5.47","44.3","8.44","-0.38","16.4","-0.57","5.22","-0.61","50"
="9946","三發地產","25.9","-0.1","-0.38","25","22.5","+0.11","7.09","+0.61","31.4","4.63","+0.37","20.5","4.17","-0.38","18.5","3.62","-0.2","8.65","-0.51","1.59","-0.05","48"
="9955","佳龍","30.2","-0.35","-1.15","24","30","-5.29","1.02","-10.6","3.39","-0.12","-996","-0.39","-0.36","-41.3","-1.18","-0.51","-0.6","-1.83","-0.95","-0.26","-0.14","33"
="9958","世紀鋼","187","+3","+1.63","22","63.3","+31.5","9.64","+40.7","15.2","6.92","+50","10.9","4.54","+23.1","7.7","3.3","+0.18","7.67","+0.65","2.11","+0.32","43"
